Title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update,total_sales_computed,release_year
Housekeeping,DS,Action,IE Institute,Unknown,7.3,0.04,0.0,0.04,0.0,0.0,2006-12-07,,0.04,2006.0
Kikou Heidan J-Phoenix 2,PS2,Action,Takara,Takara,7.3,0.04,0.0,0.04,0.0,0.0,2003-08-28,,0.04,2003.0
A Good Librarian Like a Good Shepherd: Library Party,PSV,Action,Kaga Create,August,7.3,0.04,0.0,0.04,0.0,0.0,2015-02-12,2018-08-30,0.04,2015.0
Minority Report: Everybody Runs,GBA,Action,Activision,Torus Games,7.3,0.04,0.03,0.0,0.01,0.0,2002-11-12,,0.04,2002.0
Hellboy: The Science of Evil,PSP,Action,Konami,Krome Studios,7.3,0.04,0.04,0.0,0.0,0.0,2008-06-24,,0.04,2008.0
Sengoku Otome: Legend Battle,PSV,Action,Unknown,Unknown,7.3,0.04,0.0,0.04,0.0,0.0,2016-08-25,2018-09-22,0.04,2016.0
Axiom Verge,PS4,Action,Thomas Happ Games,Thomas Happ Games,7.3,0.04,0.03,0.0,0.0,0.01,2015-03-31,,0.04,2015.0
Yonder: The Cloud Catcher Chronicles,PS4,Action,CokeM Interactive,Prideful Sloth,7.3,0.04,0.03,0.0,0.0,0.01,2017-07-25,,0.04,2017.0
Gundam Battle Online,DC,Action,Bandai,Bandai,7.3,0.04,0.0,0.04,0.0,0.0,2001-06-28,,0.04,2001.0
Grand Theft Auto: Vice City,PC,Action,Rockstar Games,Rockstar North,9.0,0.04,0.0,0.0,0.03,0.0,2003-05-12,2018-02-03,0.03,2003.0
The Sum of All Fears,GBA,Action,Ubisoft,Ubisoft,7.3,0.04,0.03,0.0,0.01,0.0,2002-11-19,,0.04,2002.0
Super Army War,GBA,Action,Atlus,Atlus Co.,7.3,0.04,0.03,0.0,0.01,0.0,2005-02-22,,0.04,2005.0
Wondership Q,PSV,Platform,Cygames,Miracle Positive,7.3,0.04,0.0,0.04,0.0,0.0,2015-11-19,2018-07-05,0.04,2015.0
Catwoman,GBA,Platform,Electronic Arts,Magic Pockets,6.1,0.04,0.03,0.0,0.01,0.0,2004-07-20,,0.04,2004.0
Mega Man X Legacy Collection 1+2,XOne,Platform,Capcom Entertainment,Digital Eclipse Software,7.3,0.04,0.04,0.0,0.0,0.0,2018-07-24,2018-08-18,0.04,2018.0
Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,Platform,Infogrames,Paradigm Entertainment,7.3,0.04,0.03,0.0,0.01,0.0,2000-09-16,,0.04,2000.0
Superman: Countdown to Apokolips,GBA,Platform,Atari,Mistic Software,7.3,0.04,0.03,0.0,0.01,0.0,2003-03-26,,0.04,2003.0
Dragon's Lair 3D: Return to the Lair,GC,Platform,Encore,Dragonstone Software,7.3,0.04,0.03,0.0,0.01,0.0,2002-12-22,,0.04,2002.0
Mission: Impossible - Operation Surma,GBA,Platform,Atari,M4 Entertainment,7.3,0.04,0.03,0.0,0.01,0.0,2003-12-02,,0.04,2003.0
Okami HD,NS,Action,Capcom,Capcom,7.3,0.04,0.0,0.04,0.0,0.0,2018-08-09,2018-03-09,0.04,2018.0
DuckTales: Remastered,X360,Platform,Capcom,WayForward,7.3,0.04,0.03,0.0,0.0,0.0,2013-11-12,2019-02-17,0.03,2013.0
Stolen,PS2,Action,Hip Interactive,Blue 52,7.3,0.04,0.02,0.0,0.01,0.0,2005-04-21,,0.03,2005.0
Dynasty Warriors Vol. 2 (JP sales),PSP,Action,KOEI,Omega Force,7.3,0.04,0.0,0.04,0.0,0.0,2006-10-24,,0.04,2006.0
Hot Potato!,GBA,Action,BAM! Entertainment,Pukka Games,7.7,0.04,0.03,0.0,0.01,0.0,2001-07-01,,0.04,2001.0
Dragon Ball: Advanced Adventure,GBA,Action,Atari,Dimps Corporation,7.7,0.04,0.03,0.0,0.01,0.0,2006-06-06,,0.04,2006.0
The Ripping Friends,GBA,Action,THQ,Creations,7.3,0.04,0.03,0.0,0.01,0.0,2002-03-24,,0.04,2002.0
Gintama Ranbu,PSV,Action,Namco Bandai Games,Bandai Namco Games,7.3,0.04,0.0,0.04,0.0,0.0,2018-01-18,2018-01-24,0.04,2018.0
X-Men Origins: Wolverine - Uncaged Edition,PC,Action,Activision,Raven Software,7.3,0.03,0.02,0.0,0.0,0.0,2009-05-01,,0.02,2009.0
Past Cure,PS4,Action,Phantom 8 Studio,Phantom 8 Studio,7.3,0.03,0.02,0.0,0.0,0.0,2018-02-23,2018-01-08,0.02,2018.0
Star Wars The Clone Wars: Republic Heroes,PC,Action,LucasArts,Krome Studios,7.3,0.03,0.0,0.0,0.02,0.0,2009-10-06,,0.02,2009.0
Angelique Retour,PSV,Action,Tecmo Koei,Unknown,7.3,0.03,0.0,0.03,0.0,0.0,2015-12-17,,0.03,2015.0
Moyashimon DS,DS,Action,Takara Tomy,Takara Tomy,7.3,0.03,0.0,0.03,0.0,0.0,2009-07-23,,0.03,2009.0
Disney Planes Fire & Rescue,WiiU,Action,Disney Interactive Studios,Little Orbit,7.3,0.03,0.01,0.0,0.01,0.0,2014-11-04,2018-03-31,0.02,2014.0
Akogare Girls Collection: Wan Nyan Doubutsu Byouin - Suteki na Juui-San ni Narou!,3DS,Action,Nippon Columbia,Nippon Columbia,7.3,0.03,0.0,0.03,0.0,0.0,2015-07-30,2018-08-06,0.03,2015.0
Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,Action,Spike,Spike,7.3,0.03,0.0,0.03,0.0,0.0,2008-02-14,,0.03,2008.0
Young Justice: Legacy,Wii,Action,Warner Bros. Interactive Entertainment,Freedom Factory Studios,7.3,0.03,0.0,0.0,0.03,0.0,2013-11-19,2018-11-24,0.03,2013.0
Monster High: New Ghoul in School,X360,Action,Little Orbit,Torus Games,7.3,0.03,0.0,0.0,0.03,0.0,2015-10-27,2019-01-19,0.03,2015.0
Samurai Warriors 2,PS3,Action,Tecmo Koei,Omega Force,7.3,0.03,0.0,0.03,0.0,0.0,2013-10-24,2019-04-30,0.03,2013.0
Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,Action,Dramatic Create,Unknown,7.3,0.03,0.0,0.03,0.0,0.0,2016-06-23,,0.03,2016.0
Yonder: The Cloud Catcher Chronicles,NS,Action,Merge Games,Prideful Sloth,7.3,0.03,0.02,0.0,0.0,0.0,2018-06-12,2018-03-18,0.02,2018.0
Biohazard: Revival Selection,X360,Action,Capcom,Capcom,7.3,0.03,0.0,0.03,0.0,0.0,2011-09-08,,0.03,2011.0
Dynasty Warriors 8: Empires,PSV,Action,Tecmo Koei,Omega Force,7.3,0.03,0.0,0.03,0.0,0.0,2015-11-26,2018-02-09,0.03,2015.0
Max Payne,GBA,Action,Rockstar Games,Mobius Entertainment,7.8,0.03,0.02,0.0,0.01,0.0,2003-12-18,,0.03,2003.0
Gintama: Banji Oku Chuubu!,Wii,Action,Namco Bandai,Bandai Namco Games,7.3,0.03,0.0,0.03,0.0,0.0,2007-10-25,,0.03,2007.0
Crows: Burning Edge,PS4,Action,Namco Bandai Games,Bandai Namco Games,7.3,0.03,0.0,0.03,0.0,0.0,2016-10-27,2018-09-20,0.03,2016.0
Evangelion Shin Gekijoban: 3nd Impact,PSP,Action,Namco Bandai,Grasshopper Manufacture,7.3,0.03,0.0,0.03,0.0,0.0,2011-09-29,,0.03,2011.0
Geometry Wars 3: Dimensions Evolved,PS4,Action,Activision,Unknown,7.3,0.03,0.02,0.0,0.0,0.01,2016-10-11,,0.03,2016.0
Kidou Senshi V Gundam,SNES,Action,Bandai,Bandai,7.3,0.03,0.0,0.03,0.0,0.0,1994-03-11,,0.03,1994.0
Onechanbara Z: Kagura,X360,Action,D3 Publisher,D3,7.3,0.03,0.0,0.03,0.0,0.0,2012-01-19,,0.03,2012.0
Buffy the Vampire Slayer: Chaos Bleeds,GC,Action,VU Games,Eurocom Entertainment Software,7.3,0.03,0.02,0.0,0.01,0.0,2003-08-28,,0.03,2003.0
River City Ransom SP,3DS,Action,Arc System Works,Technos Japan Corporation,7.3,0.03,0.0,0.03,0.0,0.0,2016-10-27,2018-04-24,0.03,2016.0
Jet Grind Radio,GBA,Action,THQ,Vicarious Visions,7.1,0.03,0.02,0.0,0.01,0.0,2003-06-26,,0.03,2003.0
My Frogger: Toy Trials,DS,Action,Konami,Konami,7.3,0.03,0.02,0.0,0.0,0.0,2006-11-13,,0.02,2006.0
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,Action,Russel,Russel,7.3,0.03,0.0,0.03,0.0,0.0,2009-11-26,,0.03,2009.0
Under the Skin,PS2,Action,Capcom,Capcom Production Studio 4,7.3,0.03,0.01,0.0,0.01,0.0,2004-10-12,,0.02,2004.0
Super Duper Sumos,GBA,Action,Midway Games,Handheld Games,7.3,0.03,0.02,0.0,0.01,0.0,2003-10-26,,0.03,2003.0
The Last Guy,PS3,Action,Sony Computer Entertainment,SCE Japan Studio,7.3,0.03,0.0,0.03,0.0,0.0,2008-08-28,2018-09-16,0.03,2008.0
This War of Mine,PS4,Action,11 bit studios,11 bit studios,7.3,0.03,0.0,0.0,0.02,0.0,2016-01-29,,0.02,2016.0
Nacho Libre,DS,Action,Majesco,BudCat Creations,7.3,0.03,0.03,0.0,0.0,0.0,2006-10-26,,0.03,2006.0
Zoboomafoo: Leapin' Lemurs!,PS,Action,Encore,Big Grub,7.3,0.03,0.02,0.0,0.01,0.0,2001-10-07,,0.03,2001.0
Troll and I,PS4,Action,Maximum Games,Spiral House,7.3,0.03,0.02,0.0,0.0,0.01,2017-03-21,2018-08-20,0.03,2017.0
Carmageddon: Max Damage,XOne,Action,Stainless Games,Stainless Games,7.3,0.03,0.02,0.0,0.01,0.0,2017-01-01,,0.03,2017.0
Harry Potter and the Half-Blood Prince,PC,Action,Electronic Arts,EA Bright Light Productions,7.3,0.03,0.0,0.0,0.03,0.0,2009-06-30,,0.03,2009.0
Ben 10 (2017),XOne,Action,Outright Games,Torus Games,7.3,0.03,0.02,0.0,0.0,0.0,2017-11-14,2019-01-21,0.02,2017.0
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,Action,Namco Bandai,Namco Bandai,7.3,0.03,0.0,0.03,0.0,0.0,2011-11-17,,0.03,2011.0
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,Action,Namco Bandai Games,Unknown,7.3,0.03,0.0,0.03,0.0,0.0,2015-04-23,,0.03,2015.0
Bully: Scholarship Edition,PC,Action,Rockstar Games,Rockstar Vancouver/Mad Doc Software,6.6,0.03,0.0,0.0,0.02,0.0,2008-10-21,,0.02,2008.0
Soul Eater: Battle Resonance,PSP,Action,Namco Bandai,Bec,7.3,0.03,0.0,0.03,0.0,0.0,2009-01-29,,0.03,2009.0
The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,Action,Banpresto,Banpresto,7.3,0.03,0.0,0.03,0.0,0.0,1994-01-28,,0.03,1994.0
Evangelion: Jo,PS2,Action,Namco Bandai,Bec,7.3,0.03,0.0,0.03,0.0,0.0,2009-06-04,,0.03,2009.0
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,Action,Konami,Konami,7.3,0.03,0.0,0.03,0.0,0.0,2005-06-23,,0.03,2005.0
"Princess Natasha: Student, Secret Agent, Princess",DS,Action,DSI Games,Frame Studios Interactive,7.3,0.03,0.03,0.0,0.0,0.0,2006-10-03,,0.03,2006.0
Kabu Trader Shun,DS,Action,Capcom,Capcom,7.3,0.03,0.0,0.03,0.0,0.0,2007-06-07,,0.03,2007.0
Poy Poy,PS,Action,Konami,Konami Computer Entertainment Tokyo,7.3,0.03,0.01,0.0,0.01,0.0,1997-09-30,,0.02,1997.0
Grid Runner,PS,Action,Virgin Interactive,Radical Entertainment,7.3,0.03,0.02,0.0,0.01,0.0,1996-10-31,,0.03,1996.0
Utawarerumono Zan,PS4,Action,Aquaplus,Tamsoft,7.3,0.03,0.0,0.03,0.0,0.0,2018-09-27,2018-08-18,0.03,2018.0
Charlie Blasts Territory,N64,Action,Kemco,Realtime Associates,5.9,0.03,0.02,0.0,0.01,0.0,1999-04-30,,0.03,1999.0
Boot Camp Academy,Wii,Action,Zoo Games,Ubisoft,7.3,0.03,0.03,0.0,0.0,0.0,2010-05-20,,0.03,2010.0
Downstream Panic!,PSP,Action,Atari,EKO,7.3,0.03,0.03,0.0,0.0,0.0,2008-02-05,,0.03,2008.0
Pet Alien: An Intergalactic Puzzlepalooza,DS,Action,Game Factory,Unknown,7.3,0.03,0.03,0.0,0.0,0.0,2007-08-28,,0.03,2007.0
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,Action,Takara Tomy,Takara Tomy,7.3,0.03,0.0,0.03,0.0,0.0,2009-12-17,,0.03,2009.0
Star Wars: The Force Unleashed II,PC,Action,LucasArts,LucasArts,6.2,0.03,0.03,0.0,0.0,0.0,2010-10-26,,0.03,2010.0
Kung Fu Panda: Legendary Warriors,DS,Action,Activision,Artificial Mind and Movement,7.3,0.03,0.02,0.0,0.0,0.0,2008-11-05,,0.02,2008.0
Curious George,XB,Action,Namco,Monkey Bar Games,7.3,0.03,0.02,0.0,0.01,0.0,2006-02-01,,0.03,2006.0
The Lost Child,PS4,Action,NIS America,Crim,7.3,0.03,0.01,0.01,0.0,0.0,2018-06-19,2018-09-20,0.02,2018.0
Planet of the Apes,GBA,Action,Ubisoft,Torus Games,7.3,0.03,0.02,0.0,0.01,0.0,2001-11-30,,0.03,2001.0
Shinsei Batteki Drive Girls,PSV,Action,Aksys Games,Bergsala Lightweight,7.3,0.03,0.01,0.01,0.0,0.0,2017-09-08,,0.02,2017.0
Nanashi no Game Me,DS,Action,Square Enix,Square Enix,7.3,0.03,0.0,0.03,0.0,0.0,2009-08-27,,0.03,2009.0
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,Action,Namco Bandai,Bandai Namco Games,7.3,0.03,0.0,0.03,0.0,0.0,2007-07-05,,0.03,2007.0
The Croods: Prehistoric Party!,WiiU,Action,D3Publisher,Torus Games Pty. Ltd.,7.3,0.03,0.01,0.0,0.02,0.0,2013-03-19,2018-12-14,0.03,2013.0
Transformers: Devastation,PC,Action,Activision,PlatinumGames,7.3,0.03,0.0,0.0,0.03,0.0,2015-10-06,2018-04-14,0.03,2015.0
Gekido Advance: Kintaro's Revenge,GBA,Action,"Destination Software, Inc",NA.P.S. Team SNC,7.7,0.03,0.02,0.0,0.01,0.0,2003-11-25,,0.03,2003.0
Samurai Warriors: Sanada Maru,PSV,Action,Tecmo Koei,Omega Force,7.3,0.03,0.0,0.03,0.0,0.0,2016-11-23,2018-07-09,0.03,2016.0
Castlevania: Lords of Shadow - Reverie,PSN,Action,Konami,Mercury Steam,7.0,0.03,0.02,0.0,0.0,0.0,2011-03-22,,0.02,2011.0
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,Action,THQ,Natsume,4.6,0.03,0.02,0.0,0.01,0.0,2003-06-24,,0.03,2003.0
Diabolik Lovers: Vandead Carnival,PSV,Action,Idea Factory,Idea Factory,7.3,0.03,0.0,0.03,0.0,0.0,2014-12-04,2018-02-21,0.03,2014.0
Yomawari: Midnight Shadows,PSV,Action,NIS America,Nippon Ichi Software,7.3,0.03,0.0,0.03,0.0,0.0,2017-10-24,2018-06-30,0.03,2017.0
Warhammer: The End Times - Vermintide,XOne,Action,Games Workshop,Fatshark,7.3,0.03,0.03,0.0,0.0,0.0,2016-10-04,2018-08-11,0.03,2016.0
RoadKill,GC,Action,Midway Games,Terminal Reality,7.7,0.03,0.02,0.0,0.01,0.0,2003-10-30,,0.03,2003.0
007: Quantum of Solace,PC,Action,Activision,Beenox,7.1,0.03,0.01,0.0,0.01,0.0,2008-11-04,,0.02,2008.0
Azure Striker Gunvolt: Striker Pack,3DS,Action,Yacht Club Games,Inti Creates,7.3,0.03,0.0,0.03,0.0,0.0,2016-10-04,2018-04-26,0.03,2016.0
Bleach DS 4th: Flame Bringer,DS,Action,Sega,Sega,7.3,0.03,0.0,0.03,0.0,0.0,2009-08-06,,0.03,2009.0
La Corda d'Oro 4,PSV,Action,Tecmo Koei,Unknown,7.3,0.03,0.0,0.03,0.0,0.0,2016-03-10,,0.03,2016.0
Disney's Hide & Sneak,GC,Action,Capcom,Capcom,4.7,0.03,0.03,0.0,0.01,0.0,2003-11-30,,0.04,2003.0
Raw Danger!,PS2,Action,Agetec,Irem Software Engineering,7.3,0.03,0.02,0.0,0.01,0.0,2007-06-19,,0.03,2007.0
Monster Rancher Hop-A-Bout,PS,Action,Tecmo,Tecmo,7.3,0.03,0.02,0.0,0.01,0.0,2000-12-10,,0.03,2000.0
Dragon's Dogma Online: Season 2,PS4,Action,Capcom,Unknown,7.3,0.03,0.0,0.03,0.0,0.0,2016-06-30,,0.03,2016.0
Saru! Get You! SaruSaru Daisakusen,PSP,Action,Sony Computer Entertainment,h.a.n.d. Inc.,7.3,0.03,0.0,0.03,0.0,0.0,2007-07-26,2018-09-18,0.03,2007.0
Toriko: Ultimate Survival,3DS,Action,Namco Bandai Games,Natsume Atari,7.3,0.03,0.0,0.03,0.0,0.0,2013-11-28,2019-04-26,0.03,2013.0
Prince of Persia: The Forgotten Sands,PC,Action,Ubisoft,Ubisoft Montreal,7.3,0.03,0.0,0.0,0.03,0.0,2010-05-18,,0.03,2010.0
Kung Fu Panda: Showdown of Legendary Legends,X360,Action,Little Orbit,Little Orbit,7.3,0.03,0.0,0.0,0.03,0.0,2015-12-01,2018-04-09,0.03,2015.0
Top Gun: Hard Lock,PS3,Action,505 Games,Headstrong Games,7.3,0.03,0.0,0.0,0.03,0.01,2012-03-06,2019-01-03,0.04,2012.0
Dance Factory,PS2,Action,Codemasters,Unknown,7.3,0.03,0.02,0.0,0.01,0.0,2006-08-29,,0.03,2006.0
DragonHeart: Fire & Steel,PS,Action,Acclaim Entertainment,Funcom,7.3,0.03,0.02,0.0,0.01,0.0,1996-11-30,,0.03,1996.0
Super Dungeon Bros,PS4,Action,Wired Productions,React Games,7.3,0.03,0.02,0.0,0.0,0.01,2016-11-01,2018-09-16,0.03,2016.0
Playmobil Top Agents,DS,Action,Unknown,Morgen Studios,7.3,0.03,0.0,0.0,0.03,0.0,2020-12-31,,0.03,2020.0
Fullmetal Alchemist: Brotherhood,PSP,Action,Unknown,Bec,7.3,0.03,0.0,0.03,0.0,0.0,,,0.03,
Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,Action,Sega,Unknown,7.3,0.03,0.0,0.03,0.0,0.0,2015-03-19,,0.03,2015.0
Aegis of Earth: Protonovus Assault,PS3,Action,Aksys Games,Acquire,7.3,0.03,0.02,0.0,0.01,0.01,2016-03-15,2018-06-15,0.04,2016.0
Overlord II,PC,Action,Codemasters,Triumph Studios,7.3,0.03,0.0,0.0,0.03,0.0,2009-06-23,,0.03,2009.0
Berserk and the Band of the Hawk,PSV,Action,Tecmo Koei,Omega Force,7.3,0.03,0.0,0.03,0.0,0.0,2016-10-27,2018-04-21,0.03,2016.0
Cyber Troopers: Virtual On x Toaru Majutsu no Index: Toaru Majutsu no Dennou Senki,PS4,Action,Sega,Sega CS3,7.3,0.03,0.0,0.03,0.0,0.0,2018-02-15,2018-02-26,0.03,2018.0
Asterix & Obelix: Kick Buttix,PS2,Action,Atari,Etranges Libellules,7.3,0.03,0.02,0.0,0.01,0.0,2004-09-14,,0.03,2004.0
Code Lyoko: Quest for Infinity,PSP,Action,Game Factory,Neko Entertainment,7.3,0.03,0.03,0.0,0.0,0.0,2008-07-21,,0.03,2008.0
Kekkaishi: Kokubourou Shuurai,DS,Action,Namco Bandai,Bandai Namco Games,7.3,0.03,0.0,0.03,0.0,0.0,2008-03-20,,0.03,2008.0
Galleon: Islands of Mystery,XB,Action,Atlus,Confounding Factor,7.3,0.03,0.02,0.0,0.01,0.0,2004-08-03,,0.03,2004.0
Shugo Chara! Amunonijiro Chara Change,DS,Action,Konami,Konami,7.3,0.03,0.0,0.03,0.0,0.0,2008-11-06,,0.03,2008.0
100% Pascal Sensei: Kanpeki Paint Bombers,3DS,Action,Konami Digital Entertainment,Konami Digital Entertainment,7.3,0.03,0.0,0.03,0.0,0.0,2017-07-13,,0.03,2017.0
Labyrinth of Refrain: Coven of Dusk,PS4,Action,NIS America,Nippon Ichi Software,7.3,0.03,0.01,0.01,0.0,0.0,2018-09-18,2018-11-11,0.02,2018.0
Shin Sangoku Musou Online: Kamishou Ranbu,PS3,Action,KOEI,Koei,7.3,0.03,0.0,0.03,0.0,0.0,2010-02-18,,0.03,2010.0
Raid: World War II,XOne,Shooter,505 Games,Lion Game Lion,7.3,0.03,0.03,0.0,0.0,0.0,2017-10-10,2018-08-11,0.03,2017.0
Red Faction: Guerrilla,PC,Shooter,THQ,Volition Inc.,8.3,0.03,0.0,0.0,0.03,0.0,2009-09-15,2018-04-02,0.03,2009.0
Max Payne 2: The Fall of Max Payne,PC,Shooter,Rockstar Games,Remedy Entertainment,9.1,0.03,0.0,0.0,0.02,0.0,2003-10-14,,0.02,2003.0
Nanotek Warrior,PS,Shooter,Virgin Interactive,Tetragon,7.3,0.03,0.01,0.0,0.01,0.0,1997-02-28,,0.02,1997.0
World War II Combat: Road To Berlin,XB,Shooter,Groove Games,Direct Action Games,7.3,0.03,0.02,0.0,0.01,0.0,2006-01-24,,0.03,2006.0
Battlefield 2142,PC,Shooter,Electronic Arts,Digital Illusions CE,7.3,0.03,0.0,0.0,0.02,0.0,2006-10-17,,0.02,2006.0
Otomedius Gorgeous,X360,Shooter,Konami,Konami,7.3,0.03,0.0,0.03,0.0,0.0,2008-11-20,,0.03,2008.0
Combat Elite: WWII Paratroopers,XB,Shooter,SouthPeak Interactive,BattleBorne,7.3,0.03,0.02,0.0,0.01,0.0,2005-11-21,,0.03,2005.0
Lethal Enforcers I & II,PS,Shooter,Konami,Konami,7.3,0.03,0.02,0.0,0.01,0.0,1997-01-01,,0.03,1997.0
BRAHMA Force: The Assault on Beltlogger 9,PS,Shooter,Jaleco,Genki,7.3,0.03,0.02,0.0,0.01,0.0,1997-04-09,,0.03,1997.0
Touhou Kobuto V: Burst Battle,PS4,Shooter,NIS America,CUBETYPE,7.3,0.03,0.02,0.0,0.0,0.0,2017-10-10,2018-01-04,0.02,2017.0
Greg Hastings' Tournament Paintball Max'd,GBA,Shooter,Activision,Activision Value,2.2,0.03,0.02,0.0,0.01,0.0,2006-01-31,,0.03,2006.0
Darius II,SAT,Shooter,Taito,Taito Corporation,7.3,0.03,0.0,0.03,0.0,0.0,1996-01-01,,0.03,1996.0
Gotcha Force,GC,Shooter,Capcom,Capcom,5.8,0.03,0.01,0.01,0.0,0.0,2003-12-03,,0.02,2003.0
Medal of Honor: Vanguard,PS2,Shooter,Electronic Arts,EA Los Angeles,7.3,0.03,0.0,0.03,0.0,0.0,2007-03-26,,0.03,2007.0
Judge Dredd: Dredd Vs Death,PS2,Shooter,Evolved Games,Rebellion Developments,7.3,0.03,0.01,0.0,0.01,0.0,2005-02-24,,0.02,2005.0
Borderlands: Game of the Year Edition,PC,Shooter,2K Games,Gearbox Software,7.3,0.03,0.0,0.0,0.02,0.01,2010-10-12,,0.03,2010.0
R-Type Delta,PS,Shooter,Irem Software Engineering,Irem Software Engineering,7.3,0.03,0.01,0.0,0.01,0.0,1999-07-31,,0.02,1999.0
Lost Planet 2,PC,Shooter,Capcom,Capcom,7.3,0.03,0.0,0.0,0.02,0.0,2010-10-15,,0.02,2010.0
Lego City Undercover: The Chase Begins,3DS,Action,Nintendo,TT Fusion,7.3,0.03,0.0,0.0,0.03,0.0,2013-04-26,2018-08-31,0.03,2013.0
Puyo Puyo Chronicle,3DS,Action,Sega,Sonic Team,7.3,0.03,0.0,0.03,0.0,0.0,2016-12-08,2018-07-25,0.03,2016.0
Keshisasu-Kun: Battle Kas-tival,DS,Action,Konami,Konami,7.3,0.03,0.0,0.03,0.0,0.0,2010-07-15,,0.03,2010.0
Young Justice: Legacy,3DS,Action,Warner Bros. Interactive Entertainment,Freedom Factory Studios,7.3,0.03,0.03,0.0,0.0,0.0,2013-11-19,2018-11-24,0.03,2013.0
Pirates: Duels on the High Seas,DS,Action,Oxygen Interactive,Oxygen Studios,7.3,0.03,0.03,0.0,0.0,0.0,2009-05-14,,0.03,2009.0
Bladestorm: Nightmare,PS3,Action,Tecmo Koei,Omega Force,7.3,0.03,0.0,0.03,0.0,0.0,2015-03-03,2018-05-30,0.03,2015.0
Higurashi no Naku Koro ni Iki,PSV,Action,Kaga Create,Unknown,7.3,0.03,0.0,0.03,0.0,0.0,2015-03-12,,0.03,2015.0
InFAMOUS: First Light,PS4,Action,Sony Computer Entertainment,Sucker Punch Productions,7.3,0.03,0.0,0.0,0.03,0.0,2014-08-26,2018-05-20,0.03,2014.0
Batman Forever: The Arcade Game,PS,Action,Acclaim Entertainment,Iguana Entertainment,5.2,0.03,0.02,0.0,0.01,0.0,1996-12-03,,0.03,1996.0
Bounty Hounds,PSP,Action,Namco,XPEC,7.3,0.03,0.03,0.0,0.0,0.0,2006-09-12,,0.03,2006.0
Care Bears - Care Quest,GBA,Action,Game Factory,Flashpoint Games,7.3,0.03,0.02,0.0,0.01,0.0,2005-11-15,,0.03,2005.0
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,GBA,Action,Hudson Soft,Hudson Soft,7.3,0.03,0.0,0.03,0.0,0.0,2002-12-19,,0.03,2002.0
Metal Gear Solid: Snake Eater 3D,3DS,Action,Konami,Konami,7.9,0.03,0.03,0.0,0.0,0.0,2012-02-21,,0.03,2012.0
Sky Dancers,GBA,Action,Crave Entertainment,Crave,7.3,0.03,0.02,0.0,0.01,0.0,2005-10-31,,0.03,2005.0
Kekkaishi: Kokubourou no Kage,Wii,Action,Namco Bandai,Bandai Namco Games,7.3,0.03,0.0,0.03,0.0,0.0,2007-09-27,,0.03,2007.0
"Crouching Tiger, Hidden Dragon",GBA,Action,Ubisoft,Ubisoft,5.9,0.03,0.02,0.0,0.01,0.0,2005-10-09,,0.03,2005.0
Samurai Warriors 3Z Special,PSP,Action,Koei Tecmo,Omega Force,7.3,0.03,0.0,0.03,0.0,0.0,2012-02-16,2019-04-26,0.03,2012.0
The Cursed Crusade,PC,Action,Atlus,Kylotonn Entertainment,7.3,0.03,0.0,0.0,0.03,0.01,2011-10-25,,0.04,2011.0
Akiba's Beat,PSV,Action,Xseed Games,Acquire,7.3,0.03,0.02,0.0,0.0,0.01,2017-05-16,2018-08-01,0.03,2017.0
Uppers,PSV,Action,Marvelous Entertainment,Bullets,7.3,0.03,0.0,0.03,0.0,0.0,2016-07-14,,0.03,2016.0
Labyrinth of Refrain: Coven of Dusk,PSV,Action,Nippon Ichi Software,Nippon Ichi Software,7.3,0.03,0.0,0.03,0.0,0.0,2016-06-23,2018-11-11,0.03,2016.0
Battle Assault 3 featuring Gundam Seed,PS2,Action,Bandai,Natsume,7.3,0.03,0.02,0.0,0.01,0.0,2004-12-07,,0.03,2004.0
Tomb Raider: Anniversary,PC,Action,Eidos Interactive,Crystal Dynamics,7.3,0.03,0.0,0.0,0.03,0.0,2007-06-05,,0.03,2007.0
Attack on Titan 2,PSV,Action,Koei Tecmo,Koei Tecmo Games,7.3,0.03,0.0,0.03,0.0,0.0,2018-03-15,2018-07-30,0.03,2018.0
Looney Tunes: Galactic Sports,PSV,Action,Sony Computer Entertainment,Virtual Toys,7.3,0.03,0.0,0.0,0.03,0.01,2015-05-22,2018-04-20,0.04,2015.0
Code of  Princess EX,NS,Action,Nicalis,Studio Saizensen,7.2,0.03,0.02,0.01,0.0,0.0,2018-07-31,2018-03-08,0.03,2018.0
